event_id,state,district_or_region,locality,latitude,longitude,location_precision,location_accuracy_m,event_date,year,month,monsoon_phase,landslide_type,trigger_factor,record_type,reliability_score,fatalities,is_fatal,severity_class,injuries,description,source_url,data_source
1048368,Assam,Assam,"Boragaon, North Guwahati, Guwahati, Assam,",26.1016,91.6906,Medium (2-25km),5000,2013-05-11,2013,5,Pre-monsoon (Apr-May),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"articles.timesofindia.indiatimes.com' 'Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area af",http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,UGLC
1048413,Assam,Assam,"Sarania Hills, North Guwahati, Guwahati, Assam,",26.1771,91.7599,Medium (2-25km),5000,2013-05-11,2013,5,Pre-monsoon (Apr-May),earth slide,rainfall (T),report,9,0,0,No fatalities,1.0,"articles.timesofindia.indiatimes.com' 'Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area af",http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,UGLC
1050783,Manipur,Manipur,"Khongsang, Tamenglong, Manipur,",24.9926,93.4946,Medium (2-25km),25000,2013-05-12,2013,5,Pre-monsoon (Apr-May),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,"www.e-pao.net' 'With unprecedented heavy pre-monsoon rains making the condition of Tamenglong- Khongsang road to turn from bad to worse, one goods laden truck (Registration no.MN01-7681) has been washed away in the mudslides occurring at various points of the road which",http://www.e-pao.net/GP.asp?src=23..130513.may13,UGLC
938449,Sikkim,Sikkim,"15 Km From Gangtok, Himalayans",27.3721,88.708,Medium (2-25km),25000,2013-06-08,2013,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"""""COOLR_R"", locality: '15 Km From Gangtok, Himalayans', description: 'www.business-standard.com' 'Hundreds of tourists were stranded near Gangtok,"" following a landslide. """"""""We faced many problems there was nothing to protect us (from cold). The person"", who slept in the vehicle in night,"" might fall sick. Military persons gave food to everybody to eat. L'""""",http://www.business-standard.com/article/news-ani/tourists-stranded-due-to-landslide-in-gangtok-113060900319_1.html,UGLC
938453,Sikkim,Sikkim,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",27.3765,88.7628,High (<2km),1000,2013-06-27,2013,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,"www.indiatvnews.com' 'The Mountain Black Cat Division of the Indian Army has rescued 230 tourists last night when they were stranded near Changu Lake (13300 ft height) , 15 km away from Nathu La, on India-China border in eastern Sikkim. Heavy rain and landslides in this area",http://www.indiatvnews.com/news/india/sikkim-landslide-army-rescues-tourists-stranded-near-nathu-la-24315.html,UGLC
1057781,Manipur,Manipur,"Senapati, Manipur",25.318,94.0441,Low (>25km),50000,2013-08-09,2013,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'The heavy downpour in Senapati during the past weeks has caused landslides and flood like situation in low land areas in many parts of the district. Besides the National Highway, State highway and Inter Village Roads were badly affected by the downpour.",http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,UGLC
1057887,Manipur,Manipur,"Koide Government High School, Senapati, Manipur",25.3833,94.1884,Medium (2-25km),5000,2013-08-15,2013,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"e-pao.net' 'The heavy downpour in Senapati during the past weeks has caused landslides and flood like situation in low land areas in many parts of the district. Besides the National Highway, State highway and Inter Village Roads were badly affected by the downpour.",http://e-pao.net/GP.asp?src=Snipp8..230813.aug13,UGLC
1050773,Manipur,Manipur,The Imphal-Jiribam Section Of Nh-37 In Tamenglong District,24.7625,93.4341,Medium (2-25km),10000,2013-08-17,2013,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,www.nagalandpost.com' 'Over 700 Imphal-bound freight trucks were Sunday stranded between Rengpan and Khambirong on the stretch of the Imphal-Jiribam section of NH-37 in Tamenglong district after the road was totally blocked by a landslide triggered by continuous heavy rainfall,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDA0MzUxNQ%3D%3D-zy3k3F6024s%3D,UGLC
938247,Sikkim,Sikkim,West Sikkim,27.34711035,88.17392386,Medium (2-25km),19242,2013-09-01,2013,9,Monsoon (Jun-Sep),ND,rainfall (T),event,9,5,1,Moderate (3-5),,Four members of a family and a guest were killed when a landslide hot their woodent house in Tamabung in West Sikkim last night. The house was completely destroyed in the landslide that was caused by continuous rain,http://kalimpongonlinenews.blogspot.co.uk/2013/09/landslide-kills-4-of-family.html,UGLC
1050798,Manipur,Manipur,"Tamenglong, Manipur",24.9829,93.5063,Medium (2-25km),5000,2013-09-01,2013,9,Monsoon (Jun-Sep),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,e-pao.net' 'The incessant rains have caused mudslides causing great havoc in different parts of Tamenglong district. Many people have also lost their properties in the mudslides at Tamenglong town areas. One major mudslide was occurred at Tamenglong ward No.IV near,http://e-pao.net/GP.asp?src=24..050913.sep13,UGLC
1050780,Manipur,Manipur,"Tamenglong- Khongsang Road, Manipur",24.9037,93.487,Medium (2-25km),25000,2013-09-01,2013,9,Monsoon (Jun-Sep),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,e-pao.net' 'Mudslides also occurred along Tamenglong- Khongsang road at many spots.,http://e-pao.net/GP.asp?src=24..050913.sep13,UGLC
938260,Sikkim,Sikkim,Tamabong Village In Sikkim State,27.3425,88.2426,Low (>25km),50000,2013-09-01,2013,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,5,1,Moderate (3-5),0.0,"sciencythoughts.blogspot.com' 'A family of five were all killed by a landslide that struck their home in Tamabong village in Sikkim State, northeast India, on the evening of Sunday 1 September 2013. The incident reportedly happened following heavy rains; landslides are a common proble",http://sciencythoughts.blogspot.com/2013/09/family-of-five-killed-by-landslide-in.html,UGLC
938450,Sikkim,Sikkim,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),27.3736,88.7323,Medium (2-25km),25000,2013-09-07,2013,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"articles.timesofindia.indiatimes.com' 'The Army launched massive rescue operations in east and north Sikkim since Saturday and rescued 40 stranded tourists and several injured workers of an engineering firm caught in landslides. While the tourists were on their way to Nathu La, the engineerin",http://articles.timesofindia.indiatimes.com/2013-09-10/india/41936154_1_east-and-north-sikkim-chungthang-gangtok,UGLC
938437,Sikkim,Sikkim,"Chungthang, Sikkim",27.6047,88.6463,Low (>25km),50000,2013-09-08,2013,9,Monsoon (Jun-Sep),rock fall,rainfall (T),report,9,1,1,Minor (1-2),2.0,"""""COOLR_R"", locality: 'Chungthang, Sikkim',"" description: 'articles.timesofindia.indiatimes.com' '""""""""On Monday"", workers of Southern Engineering Works (SEW) Ltd,"" Chungthang (North Sikkim) were brought to Army Field Hospital with multiple injuries sustained after a landslide struck they were working in a light mechanical workshop near the project site. H'""""",http://articles.timesofindia.indiatimes.com/2013-09-10/india/41936154_1_east-and-north-sikkim-chungthang-gangtok,UGLC
1048555,Assam,Assam,Guwahati,26.13140438,91.93086808,Medium (2-25km),15925,2013-10-06,2013,10,Post-monsoon (Oct-Nov),ND,rainfall (T),event,9,1,1,Minor (1-2),,"An elderly man has been killed by a rockfall in Guwahati, Assam, on Sunday 6 October 2013.  Bahadur Gurung,80, was sitting at the foot of a slope when he was hit by a rock that had been dislodged following heavy rains. The city has suffered 70 mm of rai",http://sciencythoughts.blogspot.co.uk/2013/10/elderly-man-killed-by-rockfall-in.html,UGLC
1048374,Assam,Assam,"Nilachal Hill, Guwahati, Assam",26.1665,91.7049,Medium (2-25km),5000,2013-10-06,2013,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,articles.timesofindia.indiatimes.com' 'Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additio,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,UGLC
1048492,Assam,Assam,"Batahguli, Guwahati, Assam",26.1309,91.8383,Medium (2-25km),5000,2013-10-06,2013,10,Post-monsoon (Oct-Nov),earth slide,rainfall (T),report,9,1,1,Minor (1-2),0.0,articles.timesofindia.indiatimes.com' 'Heavy downpour in the last 24 hours paralyzed life in Guwahati and a landslide triggered by the rain claimed the life of an elderly person in the city on Sunday. The rain also dampened the spirit of Durga Puja shopping in the city. Kamrup (Metro) additio,http://articles.timesofindia.indiatimes.com/2013-10-07/guwahati/42793381_1_anil-nagar-heavy-rain-nabin-nagar,UGLC
1057980,Manipur,Manipur,"Tusom, Manipur",25.426,94.6024,Medium (2-25km),5000,2013-10-13,2013,10,Post-monsoon (Oct-Nov),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,www.indiatvnews.com' 'Heavy rains have been lashing Tusom village of Ukhrul in Manipur for the past three days which resulted in a massive landslide here. Ukhrul district of Manipur lies close to the Indo-Myanmar border. Villagers immediately evacuated the area fearing volcan,http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html,UGLC
1050217,Assam,Assam,"Satgarakul Village, Karimganj, Assam State",24.8669,92.3576,High (<2km),1000,2014-05-09,2014,5,Pre-monsoon (Apr-May),earth slide,rainfall (T),report,7,7,1,Severe (5+),0.0,"Sciency Thoughts' 'Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May/2014. Nobody witnessed the incident,",http://sciencythoughts.blogspot.com/2014/05/seven-members-of-one-family-killed-by.html,UGLC
1050273,Assam,Assam,Karimganj,24.58041329,92.37948378,Medium (2-25km),24155,2014-05-10,2014,5,Pre-monsoon (Apr-May),ND,rainfall (T),event,9,7,1,Severe (5+),,"Seven members of a single family have been killed by a landslide that struck their home in the village of Satkoragool in the Karimganj District of Assam State, India, overnight between Friday 9 May and Saturday 10 May 2014. Nobody witnessed the incident,",http://sciencythoughts.blogspot.co.uk/2014/05/seven-members-of-one-family-killed-by.html,UGLC
938395,Sikkim,Sikkim,North Sikkim,27.74367525,88.52635367,Low (>25km),36744,2014-06-24,2014,6,Monsoon (Jun-Sep),ND,rainfall (T),event,9,3,1,Moderate (3-5),,Three teachers of Tanek Primary School in North Sikkim were crushed to death when the car they were travelling in was caught in a crash of boulders at Dhamala Bhir under Ramthang-Tanek GPU of Kabi-Lungchok constituency on the North Sikkim Highway. The te,http://sikkimnow.blogspot.co.uk/2014/06/3-teachers-from-tanek-school-killed-in.html,UGLC
1048416,Assam,Assam,Narakasur,26.1407,91.7645,Medium (2-25km),5000,2014-06-26,2014,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,3,1,Moderate (3-5),0.0,"Two Circles' 'At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while anothe",http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,UGLC
1048421,Assam,Assam,Bhangagarh,26.16343122,91.76898556,High (<2km),424,2014-06-26,2014,6,Monsoon (Jun-Sep),ND,rainfall (T),event,5,4,1,Moderate (3-5),,"The other casualties were three members of a family, including two women, who were killed in a landslide which hit their tin-roofed house in Bhangagarh area, the sources said.",http://www.dnaindia.com/india/report-six-die-of-electrocution-and-landslide-after-rains-in-guwahati-1998172,UGLC
1048440,Assam,Assam,Bamunimaidam,26.1844,91.7896,Medium (2-25km),5000,2014-06-26,2014,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,1,1,Minor (1-2),0.0,"Two Circles' 'At least eight people, including three members of a family, were killed here due to landslides and flash floods triggered by incessant rain since Thursday night, officials said Friday. Four persons were killed due to landslides in two places while anothe",http://twocircles.net/2014jun27/8_killed_assam_landslides_electrocution.html#.U70ydPldU1L,UGLC
1048422,Assam,Assam,"Bhangagarh, Assam",26.1619,91.7697,High (<2km),0,2014-06-27,2014,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,1,3,1,Moderate (3-5),0.0,"Assam Times' 'Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining aler",http://www.assamtimes.org/node/11181,UGLC
1048417,Assam,Assam,"Kharghuli Hills, Assam",26.1964,91.7652,High (<2km),0,2014-06-28,2014,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,1,0,0,No fatalities,0.0,"Assam Times' 'Over 50 people had a narrow escape in Guwahati when 13 houses collapsed in landslide on Saturday. The incident took place in the morning at Kharghuli hilltop where 13 houses were damaged in landslide. The people inside the houses, who were remaining aler",http://www.assamtimes.org/node/11181,UGLC
1050601,Mizoram,Mizoram,AIZAWL,23.73719685,92.72342008,Medium (2-25km),7696,2014-07-14,2014,7,Monsoon (Jun-Sep),ND,rainfall (T),event,9,1,1,Minor (1-2),,"The State Disaster Response Force and volunteers from Falkland locality and other places continued their operation to search the body of a 30-year-old woman, swept away by a massive landslide last evening near Aizawl, despite inclement weather.\n\nSix pers",http://www.business-standard.com/article/pti-stories/rescue-operations-for-woman-swept-away-by-landslide-continue-114071500831_1.html,UGLC
1050612,Mizoram,Mizoram,"Zembabawk, Aizawl",23.7327,92.7463,Medium (2-25km),5000,2014-07-14,2014,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,1,1,Minor (1-2),2.0,"Business Standard' 'The State Disaster Response Force and volunteers from Falkland locality and other places continued their operation to search the body of a 30-year-old woman, swept away by a massive landslide last evening near Aizawl, despite inclement weather. Six perso",http://www.business-standard.com/article/pti-stories/rescue-operations-for-woman-swept-away-by-landslide-continue-114071500831_1.html,UGLC
1050649,Assam,Assam,Cachar,24.81395989,92.85687296,Low (>25km),34718,2014-07-27,2014,7,Monsoon (Jun-Sep),ND,rainfall (T),event,9,5,1,Moderate (3-5),,"""""GFLD"", locality: 'Cachar',"" description: """"""""A heavy landslide killed five workers in the remote Kangpung village of Assam's Cachar district. Though the incident occurred on Monday"","" police said three bodies were found on Wednesday.\n\n Sources said the workers had been engaged in cutting trees along""""""""""""",http://timesofindia.indiatimes.com/City/Guwahati/Landslide-kills-5-in-Cachar/articleshow/39350464.cms,UGLC
1048384,Tripura,Tripura,Sabroom,23.0137,91.7174,Medium (2-25km),5000,2014-08-14,2014,8,Monsoon (Jun-Sep),mudslide,rainfall (T),report,9,3,1,Moderate (3-5),0.0,"New Indian Express' 'A woman and her two children were killed when a landslide buried their house in Tripura, police said here Friday.",http://www.newindianexpress.com/nation/Landslide-Kills-Three-in-Tripura/2014/08/15/article2381042.ece,UGLC
1048357,Tripura,Tripura,South Tripura,23.19818874,91.58174838,Medium (2-25km),22029,2014-08-14,2014,8,Monsoon (Jun-Sep),ND,rainfall (T),event,9,3,1,Moderate (3-5),,"The Tripura victims, a 32-year-old tribal woman and her two minor children, were sleeping when their house was buried in a landslide following heavy rains in South Tripura. Police said the incident occurred in a remote hamlet called Shankartilla, under M",http://timesofindia.indiatimes.com/City/Guwahati/Landslides-kill-4-in-Tripura-Arunachal/articleshow/40287315.cms,UGLC
1048376,Assam,Assam,Garchuk,26.1044,91.7082,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,Assam Tribune' 'another road in Garchuk was also blocked due to landslide.,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048375,Assam,Assam,Dhirenpara,26.1295,91.7056,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Assam Tribune' 'On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048444,Assam,Assam,Lichubagan,26.15146273,91.79753177,High (<2km),405,2014-09-22,2014,9,Monsoon (Jun-Sep),ND,rainfall (T),event,5,1,1,Minor (1-2),,"Incessant rainfall and landslides claimed two lives in Guwahati and brought public life to a grinding halt today. A 71-year-old woman died due to landslide in Hengerabari-Lichubagan area,",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2314/at050,UGLC
1048409,Assam,Assam,Dakhingaon,26.1314,91.7548,High (<2km),1000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,"Assam Tribune' 'Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was inj",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048448,Assam,Assam,Noonmati,26.1985,91.7998,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Assam Tribune' 'On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048491,Assam,Assam,Batahghuli,26.1324,91.8342,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,1.0,"Assam Tribune' 'Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was inj",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048479,Assam,Assam,VIP Road,26.159,91.8178,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,Assam Tribune' 'A portion of VIP Road was blocked due to landslide,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048431,Assam,Assam,Lalmati,26.1097,91.7747,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,1,1,Minor (1-2),0.0,"Assam Tribune' 'Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was inj",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048367,Assam,Assam,Pamohi,26.1001,91.6849,Medium (2-25km),5000,2014-09-22,2014,9,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"Assam Tribune' 'On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048429,Assam,Assam,Lalmati,26.11117064,91.77318437,High (<2km),830,2014-09-23,2014,9,Monsoon (Jun-Sep),ND,rainfall (T),event,7,1,1,Minor (1-2),,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was inj",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1048411,Assam,Assam,DakhinGaon,26.13146397,91.75782228,High (<2km),561,2014-09-23,2014,9,Monsoon (Jun-Sep),ND,rainfall (T),event,7,1,1,Minor (1-2),,"Flash flood and landslides continued to cause devastation in Guwahati for the second day today with the death toll due to landslip rising to four. Two persons died in two separate incidents of landslides in Lalmati and Dakhingaon, whereas a woman was inj",http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,UGLC
1050362,Assam,Assam,Ratacherra,25.0318,92.4584,Medium (2-25km),5000,2015-03-19,2015,3,Dry season (Dec-Mar),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"International Business Times' 'Minor landslides were also reported in Tongseng, Ratacherra and Dona areas.",http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,UGLC
1050609,Mizoram,Mizoram,"Muanna locality, Mizoram",23.7131,92.7362,Low (>25km),50000,2015-06-19,2015,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,The Statesmen' 'At least 27 graves of a cemetery were damaged in rain-triggered landslide,http://www.thestatesman.com/news/northeast/27-graves-damaged-in-mizoram-landslide/70263.html,UGLC
1051726,Manipur,Manipur,"amei to Kangpokpi via Imphal road, 0.5 km from Tamei, Tamenglang District",25.16,93.686,High (<2km),1000,2015-06-19,2015,6,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,E-Pao' 'Tamei to Kangpokpi via Imphal road remained cut off for the last few days due to huge landslides near a diesel oil pump located some half a kilometer from Tamei Headquarters.  Contractor engaged under NEC road construction at Tamei has been clearing the,http://e-pao.net/GP.asp?src=34..200615.jun15,UGLC
1050650,Assam,Assam,Silchar,24.81395989,92.85687296,Low (>25km),34718,2015-07-21,2015,7,Monsoon (Jun-Sep),ND,rainfall (T),event,9,5,1,Moderate (3-5),,"Four children and their mother have been killed in a landslide at Lakhipur area of Silchar in southern Assam.\n\nIncessant rain triggered the landslide in the area last night, with mud, rock and debris rolling off and burying the house of the victims. A w",http://news.webindia123.com/news/Articles/India/20150722/2647396.html,UGLC
1057821,Manipur,Manipur,NH-2 between Senapati and Mao,25.3908,94.0926,Medium (2-25km),10000,2015-07-22,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"The Sangai Express' 'Reports from other locations also say that minor landslides, potholes, water-logging have been spotted along the NH-2 stretch between Senapati and Mao.",http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,UGLC
1057376,Manipur,Manipur,22 kms to 30 kms between Sangkungmai and Willong,25.4538,93.9827,Medium (2-25km),5000,2015-07-22,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"The Sangai Express' 'Torrential rain in the last many days has created havoc in many places of Senapati district. According to sources, vehicular and human movements have been completely halted. Removal of trees and loose soil are expected to take many weeks before normal mo",http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,UGLC
1050671,Assam,Assam,Lakhipur,24.7979,92.9974,Medium (2-25km),5000,2015-07-22,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,5,1,Moderate (3-5),0.0,Assam Times' 'Five persons of a family were buried alive when a huge hillock collapsed on their house in Cachar district on Wednesday. The incident took place in the wee hours at Lakhipur are when a huge hillock slipped into the house where Zubeda Khatun along with he,http://www.assamtimes.org/node/14309,UGLC
1057795,Manipur,Manipur,"15 kms from Maram, National Highway-102/A (Maram Peren road)",25.4477,94.0489,High (<2km),1000,2015-07-22,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,7,0,0,No fatalities,0.0,The Sangai Express' 'Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has totally cut off villages in Willong and Yangkhullen circle. Sources specified of major landslides,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,UGLC
1057403,Manipur,Manipur,Willong-Yangkhullen stretch,25.5007,93.9854,Medium (2-25km),5000,2015-07-22,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,The Sangai Express' 'Torrential rain in the last many days has created havoc in many places of Senapati district.  Reports collected from different areas of the district said that massive landslide along the newly christened National Highway-102/A (Maram Peren road) has tota,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,UGLC
1055274,Manipur,Manipur,Yangkhullen-Tamphung road till Nagaland border,25.5098,93.8794,Medium (2-25km),10000,2015-07-22,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"The Sangai Express' 'Torrential rain in the last many days has created havoc in many places of Senapati district. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen st",http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,UGLC
1050805,Manipur,Manipur,Tamenglong Ward No-IV,24.9818,93.5142,Low (>25km),50000,2015-07-24,2015,7,Monsoon (Jun-Sep),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,"E-PAO' 'Due to incessant rainfalls in the last few days, a huge mudslide occurred on Friday which destroyed a garage along with a Bolero jeep and other belongings of one Namthiurai Daimei of Tamenglong Ward No-IV.",http://e-pao.net/GP.asp?src=Snipp16..250715.jul15,UGLC
1048518,Assam,Assam,ND,26.1062,91.8717,Medium (2-25km),5000,2015-07-25,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,2,1,Minor (1-2),0.0,"ASSAM Talks' 'According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. This incident occurred at Tamulkuchi village of Jorabat.  Bodo’s wife Bharati Bodo and his daughter were died and o",http://www.assamtalks.com/2-killed-in-jorabat-landslide.html,UGLC
1057918,Manipur,Manipur,Phungyar road,24.819,94.3551,Medium (2-25km),10000,2015-07-31,2015,7,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,E-PAO' 'Massive landslide along the Phungyar road under Ukhrul District cut off Phungya Sub-Division from the rest the state on Friday.,http://e-pao.net/GP.asp?src=22..010815.aug15,UGLC
1057912,Manipur,Manipur,Naga Gate along the Ukhrul-Imphal route,25.0634,94.3415,Medium (2-25km),10000,2015-07-31,2015,7,Monsoon (Jun-Sep),mudslide,rainfall (T),report,9,0,0,No fatalities,0.0,"E-PAO' 'Reports reaching here have said that massive landslides that occurred last night at several points like New Haven, Finch Corner, Nungshang Kong and Naga Gate along the Ukhrul-Imphal route have brought vehicular movements to a standstill since early morni",http://e-pao.net/GP.asp?src=22..020815.aug15,UGLC
1057368,Manipur,Manipur,"Holenjang, Chandel district",24.004,93.9815,Medium (2-25km),10000,2015-08-01,2015,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"India Today' 'Another village Holenjang, which is 15km away from Joumol is also hit by landslide but due to non-motorable road rescue teams were yet to reach this area till late Saturday evening.",http://indiatoday.intoday.in/story/landslide-in-manipur-near-myanmar-border-kills-21/1/455645.html,UGLC
1057951,Manipur,Manipur,between Maku village and Kamjong sub division,24.9111,94.4759,Medium (2-25km),10000,2015-08-01,2015,8,Monsoon (Jun-Sep),earth slide,rainfall (T),report,9,0,0,No fatalities,0.0,"E-PAO' 'Meanwhile, Kamjong- Ukhrul BRTF road connecting 30 villages under Kamjong block has remained cut off for the past three days following heavy landslides at various locations in between Maku village and Kamjong sub division spanning a stretch of abour 9 ki",http://e-pao.net/GP.asp?src=22..020815.aug15,UGLC
